u;g;r;i;z;specobjid;redshift;plate;mjd;class
1917919;1685108;1595248;1564214;1552291;371000000000000000000000;8.99E-06;3295;54924;STAR
1955829;1942894;1933422;1908816;1901805;787000000000000000000000;1901096;6986;56717;QSO
1947609;19215;1922707;1899086;1897669;56100000000000000000000;1795582;498;51984;QSO
1863915;1757297;1738696;1734189;1736517;231000000000000000000000;-3.78E-05;2053;53446;STAR
1901042;1805698;1769061;1753796;175257;231000000000000000000000;0.000541549;2053;53446;STAR
1820927;1700747;1653968;1634102;1627236;231000000000000000000000;0.000153347;2053;53446;STAR
1715069;1569363;1508376;1482459;1470446;231000000000000000000000;-2.98E-05;2053;53446;STAR
1630169;1523624;1493651;1482759;1482545;231000000000000000000000;-9.41E-05;2053;53446;STAR
182013;1713217;1684357;1673861;1671497;231000000000000000000000;-3.26E-05;2053;53446;STAR
1584934;1476792;1455722;1451446;1453483;231000000000000000000000;0.000137115;2053;53446;STAR
1795939;1669377;1624889;1610293;1604553;231000000000000000000000;-0.000289705;2053;53446;STAR
1610565;1500381;1467015;145701;1455406;231000000000000000000000;-2.17E-05;2053;53446;STAR
1958901;1876403;183489;1817564;1813516;233000000000000000000000;-0.000513374;2073;53728;GALAXY
1716313;1610284;1584074;1574705;157405;231000000000000000000000;0.000320066;2053;53446;STAR
1873953;1776349;1742257;1729879;1724372;231000000000000000000000;0.000167873;2053;53446;STAR
1780566;1648702;159219;1573196;1566849;231000000000000000000000;3.18E-05;2053;53446;STAR
1922803;1821847;1767894;1747624;1740686;231000000000000000000000;0.000132836;2053;53446;STAR
1943433;1815996;1757037;1734091;1722083;231000000000000000000000;-0.000149023;2053;53446;STAR
1865791;1774322;1736325;1720524;1715621;231000000000000000000000;0.000682153;2053;53446;STAR
1899835;1740977;1678591;1652324;1651442;231000000000000000000000;7.80E-05;2053;53446;STAR
1621908;1511122;1484115;1476531;1479718;231000000000000000000000;3.90E-05;2053;53446;STAR
1767456;1608533;1552129;1532672;1524404;23100000000000000000000;0.000181561;2053;53446;STAR
1691645;1584654;1553918;1544567;154246;231000000000000000000000;7.25E-05;2053;53446;STAR
192501;1783498;1728852;1711371;1702266;231000000000000000000000;0.000262733;2053;53446;STAR
1941141;1834174;1815964;1811521;181106;233000000000000000000000;8.63E-06;2073;53728;STAR
1887709;1767929;1710979;167314;1657735;48500000000000000000000;0.08780813;431;51877;GALAXY
1944052;179555;1714517;166372;1634859;48500000000000000000000;0.08461716;431;51877;GALAXY
1817225;170253;166635;1656419;1653112;231000000000000000000000;8.32E-05;2053;53446;STAR
1811192;1708386;1678229;1666828;1664749;231000000000000000000000;8.80E-06;2053;53446;STAR
1949231;1917405;1913835;1928781;1915518;48500000000000000000000;0.7385378;431;51877;QSO
1928003;1839254;1805744;1794819;1792077;412000000000000000000000;-0.000521555;3662;55182;STAR
1728098;1561772;1494839;1472205;1458685;231000000000000000000000;4.46E-05;2053;53446;STAR
1659594;1531824;1476618;1459295;1447476;231000000000000000000000;5.32E-05;2053;53446;STAR
1813156;1695969;1695901;169793;1700446;231000000000000000000000;1.55E-05;2053;53446;STAR
1780751;1639511;1583325;1561698;1548245;231000000000000000000000;0.000134004;2053;53446;STAR
1701027;1597155;1537745;150955;1481166;4850000000000000000000;0.01554776;431;51877;GALAXY
1957057;1954052;1925008;1916935;1917835;765000000000000000000000;1167886;6796;56453;QSO
1745848;1648717;1619875;160759;1605886;325000000000000000000000;-7.54E-05;2883;54525;STAR
1807255;1771243;1745644;1716732;1712462;756000000000000000000000;1528112;6713;56402;QSO
1924897;1788578;1711852;1667262;16.41;325000000000000000000000;0.09975454;2883;54525;GALAXY
1931583;1895749;1878205;1850966;1836229;325000000000000000000000;1943026;2883;54525;QSO
1894853;1895052;1903549;1879412;18913;325000000000000000000000;184143;2883;54525;QSO
1827375;1719386;1664406;1630213;1607961;325000000000000000000000;0.1019147;2883;54525;GALAXY
1795548;1695397;1663015;1650622;1647223;325000000000000000000000;-8.91E-05;2883;54525;STAR
1845999;1752331;1726074;1713334;1710292;756000000000000000000000;-0.000424744;6713;56402;STAR
1899597;1796861;1741213;1710507;1692874;325000000000000000000000;0.1418655;2883;54525;GALAXY
1872156;1778415;1748619;1736399;1735266;6910000000000000000000;-0.000437939;614;53437;STAR
1750676;1571137;1492114;1453443;1420975;69100000000000000000000;0.02937492;614;53437;GALAXY
1895981;1784569;1750481;1733035;1723493;69100000000000000000000;0.02964792;614;53437;GALAXY
1918536;1711875;1612378;1567283;1531267;69100000000000000000000;0.1023913;614;53437;GALAXY
1830676;1722016;1677666;1646131;1626033;69100000000000000000000;0.05391185;614;53437;GALAXY
1844539;1722923;172769;1733009;173568;69100000000000000000000;7.47E-05;614;53437;STAR
1910303;1889235;1888665;1869526;1873418;69100000000000000000000;1770661;614;53437;QSO
1943701;1819733;17435;1704315;1673837;3250000000000000000000;0.1416917;2883;54525;GALAXY
1867645;1745509;1695222;1665208;1645214;8940000000000000000000;0.0400947;794;52376;GALAXY
191017;1802227;1754351;1719809;1701999;69100000000000000000000;0.07307944;614;53437;GALAXY
1847572;1724029;1662006;1623632;1598835;69100000000000000000000;0.07467161;614;53437;GALAXY
1740361;1545065;1452571;1403194;1352237;89400000000000000000000;0.03992675;794;52376;GALAXY
1901408;1769741;1712158;1681996;166364;69100000000000000000000;0.04002654;614;53437;GALAXY
1832633;1697929;1631544;1590312;1561827;6910000000000000000000;0.07388034;614;53437;GALAXY
1855894;1730486;1661341;162307;1599158;69400000000000000000000;0.1024786;616;52442;GALAXY
1937842;190576;1903656;1875296;1878407;69400000000000000000000;171559;616;52442;QSO
1879504;1858168;1853985;1829899;1831369;69400000000000000000000;161958;616;52442;QSO
1922428;1802257;1757993;1737189;1720353;89400000000000000000000;0.02486036;794;52376;GALAXY
1910511;1802875;176313;1736546;1731995;69400000000000000000000;0.07396053;616;52442;GALAXY
1953308;1835919;1788359;1771088;1761705;89400000000000000000000;-0.000621321;794;52376;STAR
1846545;1837535;1833164;1806013;1810097;6940000000000000000000;179915;616;52442;QSO
1862242;1858318;1897781;192962;1923237;756000000000000000000000;2.73E-05;6714;56447;STAR
1952179;1759147;1672422;1632323;1601191;69400000000000000000000;0.0544006;616;52442;GALAXY
1935745;1806592;1767255;1743822;1730016;69400000000000000000000;0.07166444;616;52442;GALAXY
1833798;1745798;1718774;1709104;1705669;755000000000000000000000;-0.000967949;6708;56452;STAR
1920145;1789631;1739585;1720345;1713108;386000000000000000000000;-0.000332749;3429;54976;STAR
1914765;1813795;1774286;1741314;1734697;69400000000000000000000;0.07280279;616;52442;GALAXY
1876688;1788501;1765543;1739635;1732685;89500000000000000000000;0.07302476;795;52378;GALAXY
1768592;1618963;1551187;1528955;1519713;386000000000000000000000;-0.000322971;3429;54976;GALAXY
1800947;1797574;1789971;1795153;1755337;69400000000000000000000;0.2909023;616;52442;QSO
1739289;1630226;1631936;1637888;1645641;386000000000000000000000;-0.000856206;3429;54976;STAR
1950804;1720371;1629222;1598128;1583405;386000000000000000000000;-4.34E-05;3429;54976;STAR
194799;1891314;1851482;1836763;1812741;75600000000000000000000;0.8630155;6714;56447;QSO
1910262;1819959;1789934;1776161;1774775;386000000000000000000000;-0.000675133;3429;54976;STAR
1785391;1631045;1553743;1505997;1483228;69400000000000000000000;0.1038621;616;52442;GALAXY
1922683;1818727;177781;1754119;1738717;69400000000000000000000;0.06510649;616;52442;GALAXY
19496;1760223;1666152;1623171;158918;69400000000000000000000;0.08536293;616;52442;GALAXY
1866046;1720831;1660879;1634653;1622614;386000000000000000000000;-0.000960893;3429;54976;STAR
195635;1819615;1764374;174456;1734552;386000000000000000000000;-1.00E-04;3429;54976;STAR
1944587;1807684;1731063;1689481;1658639;37000000000000000000000;0.1204117;329;52056;GALAXY
1865815;1666914;1573289;1531489;1496434;37000000000000000000000;0.07737447;329;52056;GALAXY
1940762;1791377;1697781;1650842;1615247;37000000000000000000000;0.159103;329;52056;GALAXY
1955854;1816908;1745515;1705487;1679295;37000000000000000000000;0.131288;329;52056;GALAXY
1913714;1779896;1720079;1684181;1661356;37000000000000000000000;0.09175184;329;52056;GALAXY
1910125;1800724;1762294;1734431;1739034;3700000000000000000000;0.09631418;329;52056;GALAXY
1878908;1760987;1696427;1660232;1637182;37000000000000000000000;0.1312591;329;52056;GALAXY
1908714;1784766;1729178;1687329;1676179;3700000000000000000000;0.09156051;329;52056;GALAXY
1850682;1838355;1843084;1817074;1800482;37000000000000000000000;0.4174733;329;52056;QSO
1785927;1666864;1627566;1613473;1609165;37000000000000000000000;-0.000132782;329;52056;STAR
1729093;1600557;1607697;1613754;1617389;37000000000000000000000;-0.000168963;329;52056;STAR
1797628;1701216;1671352;1658341;1650912;3700000000000000000000;0.01897908;329;52056;GALAXY
1868314;173202;1657447;1616867;1589158;37000000000000000000000;0.1032257;329;52056;GALAXY
1943581;1823722;1744466;1700511;1675012;37000000000000000000000;0.2130421;329;52056;GALAXY
1893813;1780619;1716598;1680221;1658122;37000000000000000000000;0.09568204;329;52056;GALAXY
191173;1750027;168093;1643818;1622696;37000000000000000000000;0.09577426;329;52056;GALAXY
1720791;1579474;1525941;1498118;1479033;37000000000000000000000;0.02720108;329;52056;GALAXY
1893811;1763119;1705067;1669268;1646702;37000000000000000000000;0.101873;329;52056;GALAXY
188826;168078;1587133;1544763;1514966;37000000000000000000000;0.1014972;329;52056;GALAXY
1928665;1732026;1637985;1597405;1566201;37000000000000000000000;0.08738314;329;52056;GALAXY
1625297;1517915;1465731;1436642;1419696;37000000000000000000000;0.02700715;329;52056;GALAXY
1792188;1674334;1631613;1605754;1589176;37000000000000000000000;0.04314554;329;52056;GALAXY
1920295;1789342;1754993;1736628;1722808;37000000000000000000000;0.04322815;329;52056;GALAXY
1888639;1782144;1748295;1731484;1725719;37000000000000000000000;0.0266979;329;52056;GALAXY
1663219;1472588;1384794;1338485;1304014;37200000000000000000000;0.02738986;330;52370;GALAXY
1742841;1599869;1532131;1494429;1469192;37200000000000000000000;0.0287441;330;52370;GALAXY
1874885;1753322;1694817;1657279;1632944;37000000000000000000000;0.07743615;329;52056;GALAXY
1694789;1531878;1450462;1406769;1372118;37200000000000000000000;0.02665586;330;52370;GALAXY
1887733;1788631;1748114;1725515;1713066;37200000000000000000000;0.02648198;330;52370;GALAXY
1927596;1840788;180781;1793281;1790109;37000000000000000000000;0.000165392;329;52056;STAR
1882288;1725433;1649809;1606657;1578099;37000000000000000000000;0.07803105;329;52056;GALAXY
1908825;1721729;1629268;1586702;1554954;37200000000000000000000;0.07700762;330;52370;GALAXY
1946149;1764156;1681114;1641955;1612913;37200000000000000000000;0.07622351;330;52370;GALAXY
188412;187492;1865528;1867237;1862553;37200000000000000000000;0.9021303;330;52370;QSO
189654;1741758;1669054;1630744;1608038;37000000000000000000000;0.07702054;329;52056;GALAXY
1923877;1752582;1656819;1613781;1578589;37000000000000000000000;0.1273653;329;52056;GALAXY
1949082;1752184;165482;1611905;1579797;37200000000000000000000;0.1079631;330;52370;GALAXY
1699122;1640662;1597186;1544813;1531183;37200000000000000000000;0.06311294;330;52370;QSO
1889838;1769259;171547;167908;1661533;37200000000000000000000;0.0987736;330;52370;GALAXY
1937376;1733835;1640022;1597315;1564652;37200000000000000000000;0.09148806;330;52370;GALAXY
1932518;1815181;1770142;1739871;172007;37200000000000000000000;0.04740471;330;52370;GALAXY
1773028;1703731;1676942;1640947;1638904;37200000000000000000000;0.1077885;330;52370;GALAXY
1703192;1627125;1601098;1595015;1583997;37200000000000000000000;0.004143043;330;52370;GALAXY
1872887;1745114;1675141;1637054;1610003;37200000000000000000000;0.09865484;330;52370;GALAXY
1907749;1768019;1686224;1644959;1615186;37200000000000000000000;0.13735;330;52370;GALAXY
1950757;1737657;1643638;1609738;1587577;3720000000000000000000;0.000160605;330;52370;STAR
1927386;1819659;1759615;1729579;170536;37200000000000000000000;0.1348483;330;52370;GALAXY
192862;1818373;1752395;1716956;1697498;37200000000000000000000;0.1363923;330;52370;GALAXY
1933567;175243;1661842;161866;1584429;37200000000000000000000;0.09595229;330;52370;GALAXY
1811029;172155;1694534;168613;1680892;53300000000000000000000;8.13E-05;4734;55646;STAR
1943619;1792676;1714672;1671124;1637662;30900000000000000000000;0.1166136;274;51913;GALAXY
1822407;1688184;1631845;1604536;158513;30900000000000000000000;0.03511519;274;51913;GALAXY
1944915;1795491;1721189;1675805;1649279;30900000000000000000000;0.1176101;274;51913;GALAXY
1864085;1741949;1696307;1671607;1661312;56900000000000000000000;0.03494634;505;52317;GALAXY
1918933;1786696;1717516;1679324;1651732;30900000000000000000000;0.114905;274;51913;GALAXY
1925955;1758383;1673632;1633832;1600028;30900000000000000000000;0.1084433;274;51913;GALAXY
1851972;1711867;1653938;1619464;1595396;56900000000000000000000;0.05976611;505;52317;GALAXY
1845358;1661592;1576141;1537941;1506103;56900000000000000000000;0.05623625;505;52317;GALAXY
1893288;1791558;1726522;1685352;1659821;56900000000000000000000;0.1169373;505;52317;GALAXY
1921082;1754027;1672571;162553;1590869;30900000000000000000000;0.05914621;274;51913;GALAXY
1954911;1840168;1774672;1739091;1712693;30900000000000000000000;0.1073542;274;51913;GALAXY
1897309;1786086;1731795;1697128;167802;57000000000000000000000;0.1215784;506;52022;GALAXY
1916183;1737028;1638072;15943;1558167;30900000000000000000000;0.1117842;274;51913;GALAXY
1919642;1806261;1748298;170917;1688709;3090000000000000000000;0.09344357;274;51913;GALAXY
1940884;1817833;1769728;173719;1725206;3090000000000000000000;0.08348634;274;51913;GALAXY
1944259;1800743;1725014;1684793;1659558;30900000000000000000000;0.1063912;274;51913;GALAXY
1929324;1890442;1890897;1904149;1916719;57000000000000000000000;-4.39E-05;506;52022;STAR
1748124;1637501;1599969;1586279;1580955;30900000000000000000000;0.000162891;274;51913;STAR
1816317;1653748;1572446;1531126;1499746;57000000000000000000000;0.06394726;506;52022;GALAXY
1952401;1763925;1667413;1623925;1591153;57000000000000000000000;0.1006686;506;52022;GALAXY
1949084;1829223;1772453;1742632;1718691;57000000000000000000000;0.06585152;506;52022;GALAXY
1882865;1704876;1622759;1581797;155339;57000000000000000000000;0.06379006;506;52022;GALAXY
1957413;181053;1733227;1691214;1658759;57000000000000000000000;0.0738222;506;52022;GALAXY
1866611;168956;1610495;1566035;1531684;57000000000000000000000;0.06400231;506;52022;GALAXY
1832633;1694937;162796;1586651;1559272;57000000000000000000000;0.06697311;506;52022;GALAXY
1900247;1783307;173241;1698062;1681511;57000000000000000000000;0.06716998;506;52022;GALAXY
1766277;1583383;1498272;1459173;1427067;30900000000000000000000;0.07125236;274;51913;GALAXY
1879145;1690855;1602695;1561817;1529279;57000000000000000000000;0.06379701;506;52022;GALAXY
1867027;1693551;1603997;1564121;153202;30900000000000000000000;0.09888165;274;51913;GALAXY
1868663;1733316;1674443;1643762;1621905;31000000000000000000000;0.07344276;275;51910;GALAXY
194295;1789946;1724946;1688993;1665983;31000000000000000000000;0.07242957;275;51910;GALAXY
1941315;1738967;1648978;1601465;1564334;31000000000000000000000;0.07202574;275;51910;GALAXY
1926472;1715761;161111;1566093;1530986;31000000000000000000000;0.1159049;275;51910;GALAXY
1939831;1823954;1760842;1725526;1708514;57000000000000000000000;0.1199553;506;52022;GALAXY
1952762;1834265;1841109;1850452;184938;31000000000000000000000;0.000860139;275;51910;STAR
1956126;1753825;1650661;1607148;1568765;31000000000000000000000;0.1177792;275;51910;GALAXY
1937985;1829003;1777715;175877;1755807;269000000000000000000000;0.000560851;2389;54213;STAR
1875476;1757354;1682358;1642464;1613389;31000000000000000000000;0.1187741;275;51910;GALAXY
1861142;1754359;1730087;1722124;1720268;288000000000000000000000;0.000285504;2559;54208;STAR
1802586;167838;1637488;1623492;1617874;269000000000000000000000;0.000621807;2389;54213;STAR
1910421;1905086;1940129;1957622;199256;533000000000000000000000;188536;4733;55649;QSO
1945722;1851694;1808918;1790806;1785486;271000000000000000000000;0.001105521;2409;54210;STAR
1935955;1788647;1733017;171389;1703158;288000000000000000000000;-0.000101776;2559;54208;STAR
1936728;1929203;1927483;1896959;1901396;31000000000000000000000;1845426;275;51910;QSO
1596272;1485435;1471278;1470197;1472929;288000000000000000000000;-5.68E-05;2559;54208;STAR
1876827;1786442;1759878;1751978;1752239;288000000000000000000000;-0.000103162;2559;54208;STAR
1615398;1515291;1480956;146973;1465014;288000000000000000000000;0.000578887;2559;54208;STAR
1943473;1810001;1757246;1738716;1727335;269000000000000000000000;1.07E-05;2389;54213;STAR
1916473;1823162;1793842;1780543;1779206;4320000000000000000000;0.000458733;3836;55302;STAR
1839053;172519;16819;1656692;1637296;31200000000000000000000;0.03784388;277;51908;GALAXY
1897688;1812575;1778705;1766951;1761134;432000000000000000000000;0.000165189;3836;55302;STAR
1786686;1663832;1601903;1566008;1537171;31200000000000000000000;0.03790334;277;51908;GALAXY
1919879;1784309;1722838;1687699;1662173;31200000000000000000000;0.06987108;277;51908;GALAXY
1891452;178755;1778611;1779306;1783422;31200000000000000000000;6.77E-05;277;51908;STAR
1910018;1801849;1757587;1734261;1734617;31200000000000000000000;0.01954051;277;51908;GALAXY
1868441;1741338;1681078;1637632;1622877;31200000000000000000000;0.08585819;277;51908;GALAXY
1875551;1734073;165999;161709;1587521;31200000000000000000000;0.08545451;277;51908;GALAXY
1759233;1648953;160504;1589767;1585089;31300000000000000000000;0.000179984;278;51900;STAR
1936532;1801295;1740448;1707568;1682628;31200000000000000000000;0.08379089;277;51908;GALAXY
1848999;1738597;1689008;165582;1632176;31200000000000000000000;0.04872381;277;51908;GALAXY
1809156;1727404;168943;1661351;1664506;31200000000000000000000;0.06682529;277;51908;GALAXY
1867919;1829638;1856213;1882112;1908725;31200000000000000000000;-0.000251342;277;51908;STAR
1959427;1814287;174618;1711041;168507;31200000000000000000000;0.07126185;277;51908;GALAXY
1821078;1701647;1661431;1638274;1633875;3120000000000000000000;0.03112363;277;51908;GALAXY
1924626;1807815;1762558;1747852;1738261;31300000000000000000000;2.83E-05;278;51900;STAR
1791346;1582412;1489913;1447104;1414501;31300000000000000000000;0.06692205;278;51900;GALAXY
1922501;1753919;1678893;1637535;1610193;31300000000000000000000;0.06736504;278;51900;GALAXY
1703674;1590299;1555172;1541759;1538048;31300000000000000000000;9.71E-06;278;51900;STAR
1841063;1742534;1678015;163924;1618304;31300000000000000000000;0.1118383;278;51900;QSO
191156;1709661;1614515;157116;1537658;31300000000000000000000;0.08825613;278;51900;GALAXY
1884974;1686267;1593499;1549356;1512211;31300000000000000000000;0.06716757;278;51900;GALAXY
1925988;1802528;1759606;1744376;1740652;31300000000000000000000;0.000111451;278;51900;STAR
181804;1781555;1749082;1744982;1741562;31300000000000000000000;1170512;278;51900;QSO
1958262;1769555;1678392;1630799;1593894;31300000000000000000000;0.06785175;278;51900;GALAXY
1917409;1718402;1625085;1581704;1548259;31300000000000000000000;0.09014694;278;51900;GALAXY
1958159;1749299;1656449;1612404;1576849;31300000000000000000000;0.07126261;278;51900;GALAXY
1909668;1756191;1684064;164945;1625141;31300000000000000000000;0.09088492;278;51900;GALAXY
1620457;1470634;1387817;1349016;131976;31300000000000000000000;0.01281893;278;51900;GALAXY
1893471;1727504;1642919;1601881;1572515;31300000000000000000000;0.09145387;278;51900;GALAXY
1806832;1637177;1555489;1516413;1486646;31300000000000000000000;0.07160346;278;51900;GALAXY
1927516;1793593;1716087;1672539;1646638;31300000000000000000000;0.1356696;278;51900;GALAXY
1915592;1798067;1756932;1729049;1727995;31300000000000000000000;0.07461032;278;51900;GALAXY
1821015;1726487;1692338;1680139;1676766;432000000000000000000000;0.000270739;3837;55572;STAR
182857;1640628;1554349;1513467;1483793;31300000000000000000000;0.04873518;278;51900;GALAXY
1712853;1531175;1448188;1406146;137776;31400000000000000000000;0.04825342;279;51984;GALAXY
195243;1752643;1649185;1595969;1557595;31300000000000000000000;0.1144908;278;51900;GALAXY
1949195;1819695;177146;1744494;1726373;31400000000000000000000;0.07179571;279;51984;GALAXY
1877427;1764363;1712038;1681053;1661915;31300000000000000000000;0.1235829;278;51900;GALAXY
1720367;1534636;1448948;1407488;1373557;31300000000000000000000;0.02487851;278;51900;GALAXY
1888886;1773635;1702232;1663823;163785;31300000000000000000000;0.1244766;278;51900;GALAXY
1852805;1748434;170258;1686283;1678448;31400000000000000000000;0.000347971;279;51984;STAR
1881443;1780034;1731148;1702172;1692537;3130000000000000000000;0.06753028;278;51900;GALAXY
1909004;1723131;1633542;1591597;1556593;31300000000000000000000;0.07235809;278;51900;GALAXY
1819525;1620854;1533087;1489762;1452764;31300000000000000000000;0.03937292;278;51900;GALAXY
1936096;1803243;1749945;1727139;1720959;31300000000000000000000;0.00029859;278;51900;STAR
1907995;1726931;164435;1604464;1573439;31400000000000000000000;0.03726012;279;51984;GALAXY
1821018;1672598;1595735;1555996;1526588;31300000000000000000000;0.04013677;278;51900;GALAXY
171477;1622602;1595482;1586564;1582776;31900000000000000000000;0.000372127;283;51959;STAR
1917656;1883368;1864171;186795;186134;32000000000000000000000;1128712;284;51943;QSO
1823273;1714795;1671303;1640959;1622526;32000000000000000000000;0.05930642;284;51943;GALAXY
1919277;180039;1755692;172516;1712785;32000000000000000000000;0.05943747;284;51943;GALAXY
1927666;1784547;1709785;1667885;1639381;32000000000000000000000;0.1064484;284;51943;GALAXY
1805308;1671118;160661;1569219;1544494;32000000000000000000000;0.05139739;284;51943;GALAXY
1949994;1807622;1728793;1687369;1658713;32000000000000000000000;0.105946;284;51943;GALAXY
1847084;171393;1658756;1632086;1616415;32000000000000000000000;0.08230341;284;51943;GALAXY
1839406;1670914;1579313;1533141;1496939;32000000000000000000000;0.105091;284;51943;GALAXY
1875686;168504;1584995;1542016;1506741;32000000000000000000000;0.1061921;284;51943;GALAXY
1690775;1607635;1579739;1567672;1564482;433000000000000000000000;0.000310096;3842;55565;STAR
1904045;1899899;1896564;1881725;1873093;32000000000000000000000;1930816;284;51943;QSO
1907044;1754625;1660083;1617267;1581688;32000000000000000000000;0.1359719;284;51943;GALAXY
1936893;1790998;1714435;1675305;1642141;32000000000000000000000;0.08111152;284;51943;GALAXY
1910802;18824;1884514;1872935;1881464;32000000000000000000000;0.6364109;284;51943;QSO
1917751;1748783;1646946;1602318;1567674;32000000000000000000000;0.1368189;284;51943;GALAXY
1940697;1850716;1817319;1806547;1807132;427000000000000000000000;1.79E-05;3790;55208;STAR
1933919;1788846;17077;1665419;1639385;32000000000000000000000;0.1380193;284;51943;GALAXY
192317;1894481;1897575;1907807;1887461;32100000000000000000000;0.7478323;285;51930;QSO
175959;1628216;1561181;1525247;150168;32100000000000000000000;0.06385551;285;51930;GALAXY
1947513;1806931;1720056;1680841;1652544;32000000000000000000000;0.1315243;284;51943;GALAXY
187058;1745178;1673883;1632901;1608191;32000000000000000000000;0.1211588;284;51943;GALAXY
1666867;1613015;1606531;1587707;1577312;32000000000000000000000;0.03648656;284;51943;GALAXY
1923404;1796206;1724027;1683698;1658579;32100000000000000000000;0.1501164;285;51930;GALAXY
1918124;1780546;1702175;1663499;1635194;32000000000000000000000;0.109862;284;51943;GALAXY
195996;1819329;1745267;1706306;1679726;3200000000000000000000;0.1210058;284;51943;GALAXY
1957471;1815606;1751641;1715502;1692661;32000000000000000000000;0.1688994;284;51943;GALAXY
1942559;1811956;1746115;1712583;1692846;3200000000000000000000;0.1275946;284;51943;GALAXY
1801265;1612985;15223;1481275;1448419;32100000000000000000000;0.07698749;285;51930;GALAXY
1898663;1783775;1737862;1709112;1692361;32100000000000000000000;0.05216184;285;51930;GALAXY
1911069;1806068;1749274;1715097;1700097;32100000000000000000000;0.1445516;285;51930;GALAXY
1863468;1742327;1669156;1629326;160747;3210000000000000000000;0.1317823;285;51930;GALAXY
1916662;1788796;1702044;1661271;1630049;32100000000000000000000;0.1300367;285;51930;GALAXY
1938206;1914497;1892782;1884823;18708;32100000000000000000000;0.9310715;285;51930;QSO
1927757;1833231;1803501;1794453;1789974;433000000000000000000000;-1.11E-05;3843;55278;STAR
1915526;1725218;1625028;1583435;1549889;32100000000000000000000;0.1209014;285;51930;GALAXY
1908437;1768231;1691084;1648888;1620494;3210000000000000000000;0.1214892;285;51930;GALAXY
1915831;1806768;1766217;1750715;1742259;32100000000000000000000;0.000445421;285;51930;STAR
1872034;1787051;176153;1750573;1747885;425000000000000000000000;-0.000791004;3776;55209;STAR
1957936;1848604;183977;1838577;1840001;32100000000000000000000;0.000813669;285;51930;STAR
1692242;1596301;1571421;1560258;1558176;326000000000000000000000;0.000851507;2892;54552;STAR
1907106;1763565;1694109;1654484;1625972;32100000000000000000000;0.07465415;285;51930;GALAXY
180775;1714544;1685785;1666489;165336;32100000000000000000000;0.03565402;285;51930;GALAXY
1827938;1701853;1643882;1606551;1583543;32100000000000000000000;0.04706498;285;51930;GALAXY
1875383;1781619;175183;174017;1737544;425000000000000000000000;0.000738179;3776;55209;STAR
1911238;1791262;1729072;1688172;1664316;32100000000000000000000;0.0940584;285;51930;GALAXY
1873031;1692396;1607619;1569624;1539467;32100000000000000000000;0.06035833;285;51930;GALAXY
1957475;1855338;1779525;1741329;1722134;32100000000000000000000;0.2028297;285;51930;GALAXY
1661502;1554044;1518616;150639;1502286;326000000000000000000000;4.36E-05;2892;54552;STAR
1913336;1741071;1690629;1661073;1633658;35000000000000000000000;0.03726918;311;51665;GALAXY
1913827;1806015;1762341;1728548;1714068;35000000000000000000000;0.1153302;311;51665;GALAXY
1834052;1622763;1511408;1463449;1422638;35100000000000000000000;0.1206081;312;51689;GALAXY
1810775;1707378;16779;166557;1665875;35100000000000000000000;9.13E-05;312;51689;STAR
1947764;1767813;1676264;1627263;1591729;35100000000000000000000;0.1155215;312;51689;GALAXY
1932281;1726058;1615712;1565228;1523894;35100000000000000000000;0.1181527;312;51689;GALAXY
1936294;1717253;1599573;1545364;1500738;35100000000000000000000;0.1173865;312;51689;GALAXY
193631;1793354;1714532;1668789;1639103;35100000000000000000000;0.1176082;312;51689;GALAXY
1715615;1718823;1745695;1764173;1789297;45200000000000000000000;5.02E-06;4014;55630;STAR
1897867;1743038;1651485;1608336;1576574;35100000000000000000000;0.1164221;312;51689;GALAXY
1923852;1808063;1720597;1674655;1645816;35100000000000000000000;0.2063973;312;51689;GALAXY
1934441;1731872;1626835;1580765;1542207;45200000000000000000000;0.1143672;4014;55630;GALAXY
1883325;1726126;1636832;1586697;154649;452000000000000000000000;0.03726743;4014;55630;GALAXY
1957294;185097;1792465;1750487;1727616;35100000000000000000000;0.1181035;312;51689;GALAXY
1952076;1834594;1767679;1721026;1697983;3510000000000000000000;0.1189271;312;51689;GALAXY
178109;1597147;1513464;1471469;1440165;35100000000000000000000;0.03718474;312;51689;GALAXY
1885756;1791489;1755151;1741411;1733339;452000000000000000000000;-1.04E-05;4014;55630;STAR
172999;1597476;1532991;1497122;1471171;35100000000000000000000;0.03683984;312;51689;GALAXY
1908582;1780973;1703074;166228;1628222;35100000000000000000000;0.1184107;312;51689;GALAXY
1895561;1887219;1892217;1862363;1859044;452000000000000000000000;1831319;4014;55630;QSO
1902071;1774117;1704737;1662169;1632434;3510000000000000000000;0.06983307;312;51689;GALAXY
1942224;1809386;1733649;1693329;1662687;35100000000000000000000;0.09817945;312;51689;GALAXY
1917789;1816513;1773178;1740043;1736347;3510000000000000000000;0.0763518;312;51689;GALAXY
1906576;1812339;1782471;177024;1766001;452000000000000000000000;-0.000743849;4014;55630;STAR
1906698;1795883;1751261;1722481;17003;35200000000000000000000;0.03710405;313;51673;GALAXY
1770646;163869;1651646;1662446;1666524;104000000000000000000000;-0.000678741;924;52409;STAR
1954478;1925223;1934665;19.2;1882445;104000000000000000000000;0.3966255;924;52409;QSO
1959526;1825058;1757894;172403;1696106;35200000000000000000000;0.1146827;313;51673;GALAXY
