objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237678439702921728,44.7265666957076,3.11334562361395,22.82083,22.69738,22.17571,21.5612,21.08353,7675,301,6,167,10599480243860559872,"GALAXY",0.8388935,9414,58083,940
1237655108363354624,131.98236776486,46.4042859880015,23.32006,21.26305,19.48546,18.71157,18.2586,2243,301,4,114,5813286300133120000,"GALAXY",0.4355204,5163,55889,964
1237667536919330816,118.180953035133,9.49532304947236,18.95101,17.49336,16.98946,16.83429,16.77429,5137,301,2,28,3310259876080412672,"STAR",0.0001636558,2940,54508,415
1237667536923329024,126.856599714149,13.0430581225235,19.79291,18.46646,17.95433,17.77887,17.73801,5137,301,2,89,3597328623633276928,"STAR",-1.526846e-05,3195,54832,285
1237663788497633280,131.716164586674,62.7051275174388,20.30552,19.86924,19.59601,19.32831,19.0562,4264,301,4,196,2111210284352825344,"QSO",2.099468,1875,54453,538
1237663788497633280,131.795212095849,62.6119989003796,21.24145,19.81859,19.46297,19.2667,19.25962,4264,301,4,196,6433507628157261824,"STAR",-0.000331681,5714,56660,420
1237652944787144704,2.8264303181403,16.1736504365019,20.00457,18.62643,17.5798,17.06867,16.69294,1739,301,6,321,846779022292576256,"GALAXY",0.2130592,752,52251,372
1237665126926844416,167.339270617103,32.5254031328087,23.13416,22.23646,20.66232,19.71697,19.41692,4576,301,1,349,7250881543723571200,"GALAXY",0.4983662,6440,56370,313
1237657401335415808,117.467037878214,28.5368328471044,21.29262,22.11469,21.21139,19.75376,19.60138,2777,301,3,59,5012527093986383872,"GALAXY",0.6549623,4452,55536,75
1237653652377633024,13.6566410197046,15.1565692420739,21.79432,21.43184,20.4117,19.39751,19.60238,1904,301,4,239,6422291227228788736,"QSO",0.6202226,5704,56187,575
1237659326020976896,226.865804611071,52.6374142646734,21.98354,21.67733,20.53368,19.68838,19.28685,3225,301,4,110,7566257762788988928,"GALAXY",0.6235121,6720,56390,765
1237662336795083008,246.273518575376,27.6881898056934,22.31733,19.77322,18.22813,17.60012,17.20202,3926,301,4,141,5635261621385582592,"GALAXY",0.2205371,5005,55751,482
1237678597544280576,338.679918514984,2.53413504635992,21.89082,21.45706,21.27173,21.18303,20.61029,7712,301,4,187,12771141333743327232,"QSO",1.96025,11343,58430,213
1237672816513450240,348.247840835399,21.1217984083637,19.03688,17.77208,17.22694,17.00828,16.90066,6366,301,4,113,2953251196300716032,"STAR",-0.0005510582,2623,54328,57
1237679504315843584,352.607075713205,20.1243340311681,22.88479,23.20234,22.25354,20.75298,19.88546,7923,301,5,135,8561586824887425024,"GALAXY",0.6802183,7604,56947,887
1237665441521992192,210.797401546892,27.2338324461969,21.85144,21.21134,20.00644,19.26682,18.75031,4649,301,3,178,6765570854162290688,"GALAXY",0.5675423,6009,56313,139
1237651539784892416,178.056074150688,68.0521244967767,19.4133,18.33678,17.67662,17.26303,17.08852,1412,301,5,152,554096993471850496,"GALAXY",0.2040912,492,51955,561
1237666301627990272,47.2341862576471,0.732158468056692,20.39584,19.71195,19.50802,19.51389,19.26613,4849,301,5,770,1704714212959348736,"QSO",2.314363,1514,52931,370
1237678858463019008,339.940358139014,10.8143181175284,18.56529,17.64078,17.24995,17.10404,17.04696,7773,301,2,179,5690493671243536384,"STAR",-0.0009713375,5054,56191,711
1237660961325580288,130.99283651192,29.7210657599268,24.25059,18.96529,17.56103,16.99354,16.63794,3606,301,2,46,1428798916895205376,"GALAXY",0.20808,1269,52937,116
1237660961326104832,132.09142105925,30.3359572522221,24.59292,21.43092,20.07493,18.97442,18.34488,3606,301,2,54,5835794404124940288,"STAR",0.0002107706,5183,55976,928
1237660961326957056,133.95142720699,31.4733524989675,23.62046,22.68113,23.89268,21.79831,22.54736,3606,301,2,67,11747737346220775424,"GALAXY",0.7835737,10434,58140,355
1237660961323746304,127.115773040592,27.3318651314715,24.68645,22.63096,20.90887,19.87243,19.29071,3606,301,2,18,5015946025443284992,"GALAXY",0.5884271,4455,55539,225
1237680311226990592,353.958267087475,32.1836665778371,23.9188,20.87381,19.35272,18.81091,18.33777,8111,301,4,46,8743746513967273984,"STAR",-0.0004099222,7766,58395,28
1237666434189297152,338.055763072446,22.8229558415703,24.76785,24.11772,22.03849,20.8144,19.79268,4880,301,4,71,8541114472143804416,"GALAXY",0.8553548,7586,57186,137
1237666434191720960,344.01775353691,23.7624607287874,22.70922,20.8528,18.98933,18.31854,17.8281,4880,301,4,108,7417516107110832128,"GALAXY",0.3582624,6588,56536,318
1237657401341379072,128.713522009009,38.3204685444501,22.66286,21.82493,20.87815,19.9278,19.40707,2777,301,3,150,4236998661492725760,"GALAXY",0.6524535,3763,55508,863
1237680507725283328,356.791307124029,33.9274089934702,22.15897,20.76554,20.66686,20.52393,20.08388,8157,301,2,100,8042400451617118208,"STAR",-0.0006255399,7143,56572,354
1237678858475209216,8.35258522858345,12.0595604590937,26.44692,21.89963,19.76572,19.10525,18.66872,7773,301,2,365,6368241155608696832,"GALAXY",0.3758881,5656,55940,550
1.237678858476e+18,10.219572321535,11.995424593723,25.94283,22.25543,20.63024,19.58946,19.00815,7773,301,2,377,6981965185738364928,"GALAXY",0.5372346,6201,56186,945
1237678858452926976,316.894513942459,7.8041290148394,26.83779,22.05194,20.47149,19.60169,19.04813,7773,301,2,25,4.592715959413e+18,"GALAXY",0.494965,4079,55363,619
1237663782600901376,32.2896249585594,-1.15628340905876,22.90951,22.60206,21.56881,20.75868,20.75785,4263,301,1,331,1.048909257495e+19,"GALAXY",0.9356022,9316,58082,760
1237662341088149760,243.918745020904,25.5933569442272,22.43314,20.05962,18.29554,17.62918,17.2715,3927,301,4,112,1774498851063883776,"GALAXY",0.3183751,1576,53496,293
1237650370487975936,193.832065744442,-2.53323339700099,20.84887,20.27891,20.21787,20.28791,19.87705,1140,301,3,273,4254791778488834048,"QSO",2.335541,3779,55222,58
1237680272038429440,338.283267351509,20.1386178976798,24.10556,21.54979,20.4519,19.59073,19.20694,8102,301,3,92,5657804634838030336,"STAR",5.893176e-05,5025,55836,573
1237663478726657024,344.137888720029,-0.338069126560141,23.83055,22.89172,21.76476,20.94061,20.49748,4192,301,3,250,10376564150390511616,"GALAXY",0.7994075,9216,57693,984
1237680272034693888,329.32195200266,18.5599688522349,23.20872,23.66559,21.79273,20.12383,19.35745,8102,301,3,35,8525460171283257344,"GALAXY",0.6776466,7572,56944,531
1237678858467869184,351.314679107641,11.5917920671657,27.16486,20.21205,18.55799,17.90797,17.5325,7773,301,2,253,6922092654823233536,"GALAXY",0.2954488,6148,56209,218
1237678858483073792,26.7977503888872,11.1794646387521,25.56209,21.49968,19.54955,18.92353,18.57487,7773,301,2,485,5245690905017735168,"GALAXY",0.3573802,4659,55587,448
1237678858483597568,27.9242093408653,10.9933576007642,24.39606,20.80774,19.02999,18.33486,17.79413,7773,301,2,493,5245614488959604736,"GALAXY",0.3637663,4659,55587,170
1237663478721217024,331.690804962778,-0.361522165595374,20.50751,19.46084,18.76047,18.3034,18.43876,4192,301,3,167,1163104129137010688,"GALAXY",0.1431009,1033,52822,180
1237662341087363328,242.413211888934,26.7674440777974,18.65297,17.10257,16.31899,15.87711,15.56867,3927,301,4,100,1568516606319945728,"GALAXY",0.076949,1393,52824,502
1237654606394491136,148.59137518097,4.75163335417045,19.05938,17.57685,17.09509,16.75525,16.62675,2126,301,5,197,643047214834280448,"GALAXY",0.08200276,571,52286,576
1237651714799043328,249.936105376906,45.3860831948383,22.73596,22.51808,22.18846,21.7672,23.99034,1453,301,3,64,9615411293109639168,"QSO",1.545372,8540,58287,822
1237655108358963712,122.734614039191,39.1121154806443,21.4281,19.2064,17.75415,17.19814,16.80699,2243,301,4,47,854603971719882752,"GALAXY",0.2285923,759,52254,167
1237661971723780352,188.085037720684,7.63866765477364,20.11526,18.25729,17.20468,16.77188,16.38529,3841,301,4,155,1831992313694414848,"GALAXY",0.1326597,1627,53473,557
1237661971725353216,191.793507542397,7.46399229132599,20.11847,18.14779,17.17198,16.74862,16.40632,3841,301,4,179,2015512630881445888,"GALAXY",0.09666708,1790,53876,552
1237664817673273856,172.809267504333,35.9891684279455,23.11764,21.11512,19.33245,18.65325,18.2825,4504,301,1,106,5199409712043677696,"GALAXY",0.4095968,4618,55600,14
1237664817675633408,179.514869868595,36.3393914316824,24.21667,22.25502,20.6385,19.69814,19.10034,4504,301,1,142,5235678478280710144,"GALAXY",0.5655412,4650,55648,887
1237664817675764224,179.858931221283,36.5295745562237,25.58833,22.70446,21.73393,20.52768,19.88303,4504,301,1,144,9980084925892941824,"GALAXY",0.615721,8864,57428,393
1237667430099714816,154.748459355224,24.0636786982731,22.91037,22.69157,22.11891,21.78776,21.09787,5112,301,3,298,1.0830161628018e+19,"GALAXY",0.884706,9619,57866,474
1237679998236951552,347.128186925346,-1.86291681519649,22.82882,21.0374,19.41936,18.78851,18.42626,8038,301,5,133,10305408986040784896,"GALAXY",0.3008167,9153,58022,171
1237678597549064448,349.576168918906,2.65084611307623,21.06539,21.08206,20.54379,20.67609,20.59335,7712,301,4,260,12710417230149736448,"QSO",1.306505,11289,58398,484
1237653652377829632,14.12311386509,15.1428154441234,19.28338,17.53712,16.7281,16.32265,16.04339,1904,301,4,242,474098999087884288,"GALAXY",0.07877007,421,51821,346
1237653652374618368,6.6444816581818,15.2135925744324,22.29008,20.41182,18.75838,18.18537,17.806,1904,301,4,193,6963703672510633984,"GALAXY",0.3018337,6185,56217,46
1237653665249100288,127.710775317311,1.75303677883163,19.624,18.03556,16.98292,16.42615,16.05308,1907,301,4,34,5397686293936494592,"GALAXY",0.1826014,4794,55647,444
1237679503240069632,347.79659421558,18.9202870324181,22.39199,21.47337,21.07907,20.81239,20.54153,7923,301,3,104,8569460152759244800,"QSO",0.7098857,7611,56946,858
1237662302439276544,227.721037129212,44.0842542394005,17.70671,16.48556,16.03044,15.872,15.81889,3918,301,4,201,3816841723968069632,"STAR",-0.0005101803,3390,54945,149
1237665534931239424,240.301221618041,18.9631556767118,21.10217,20.71082,20.44927,20.40355,20.20131,4671,301,1,82,4424820258453608448,"QSO",1.040037,3930,55332,122
1237678598091440384,2.2130915509947,3.32229188662153,21.29851,21.04818,20.68341,20.54244,20.42633,7712,301,5,344,9843780397485545472,"QSO",1.919415,8743,57663,136
1237678598093734400,7.42583284672855,3.18072124270659,22.76363,22.30827,22.18311,21.76735,21.58376,7712,301,5,379,9848282068571936768,"QSO",1.567106,8747,57401,129
1237678598097731840,16.5362563148421,3.23664949002156,20.96592,20.97726,20.94626,20.64334,20.41272,7712,301,5,440,9858459702752729088,"QSO",1.863758,8756,57687,291
1237668332027184128,218.463002374504,14.6588067967667,24.54726,23.38116,22.05099,18.91644,17.35966,5322,301,3,59,3092867181201876992,"STAR",-6.400385e-05,2747,54233,73
1237651539784171520,173.650656960363,67.8735874006286,18.50882,16.67776,15.88844,15.50315,15.19838,1412,301,5,141,554034871064881152,"GALAXY",0.06369793,492,51955,335
1237665128524284672,134.28198754702,24.1047924298565,23.40868,24.58809,22.48084,21.74477,21.81027,4576,301,4,148,10806522681450846208,"GALAXY",1.605999,9598,58085,492
1237668354036072704,258.744724489292,42.5670630294896,20.25485,18.3574,17.99783,17.98551,17.71192,5327,301,4,16,2540150925981490176,"STAR",-0.0002688238,2256,53859,439
1237657589776384256,148.52759107374,48.4363285947799,25.81813,22.51831,20.83332,19.78042,19.26912,2821,301,2,48,6461611408765507584,"GALAXY",0.5370854,5739,55976,261
1237655108368793600,147.496327718313,54.0541557018493,21.15942,18.89552,17.60169,17.08837,16.74704,2243,301,4,197,865871530188367872,"GALAXY",0.2097814,769,54530,198
1237660961327022336,134.148710618396,31.5668627122509,22.16146,22.99171,22.16154,20.77608,19.97378,3606,301,2,68,12009054981292578816,"GALAXY",0.8185251,10666,58440,751
1237680272039608576,341.05143575594,20.6557675857688,23.86698,21.60108,19.80958,18.84918,18.48682,8102,301,3,110,6890634802468509696,"GALAXY",0.4963034,6120,56206,463
1237662341082710272,231.90428895798,32.3615013278023,18.12367,16.28018,15.41415,15.01561,14.70802,3927,301,4,29,1561645213334661120,"GALAXY",0.07802096,1387,53118,80
1237680507724431872,354.464230352344,33.7966900825011,25.145,20.85361,20.0186,19.64,19.73476,8157,301,2,87,8036937528094513152,"STAR",-0.0002714926,7138,56572,960
1237678858461249792,335.866038830825,10.4062095656864,19.54333,17.46419,16.29144,15.81024,15.48799,7773,301,2,152,5688277874832070656,"GALAXY",0.1326093,5052,55857,842
1237678858476323328,11.0357627069722,11.91987359064,25.25697,24.19629,21.41078,20.15512,19.47859,7773,301,2,382,1.2432276798402e+19,"GALAXY",0.7813894,11042,58462,327
1237678858453254912,317.604768468999,8.07698391927666,19.57571,17.5941,16.52634,16.04977,15.63783,7773,301,2,30,4592766811825788928,"GALAXY",0.0942995,4079,55363,804
1237680246808314624,345.309053694724,19.2090272536697,23.71107,22.39379,20.74644,19.66773,18.87466,8096,301,4,135,6899702475366094848,"GALAXY",0.6291372,6128,56236,683
1237663478725477632,341.502909254233,-0.308396891472901,25.00198,23.11789,22.43975,21.29501,21.33819,4192,301,3,232,10378776918061504512,"QSO",1.830383,9218,57724,842
1237678858484056576,29.0268525266845,10.9705896519246,22.22021,21.05091,19.19382,18.53996,18.07271,7773,301,2,500,5242290669352146944,"GALAXY",0.3557285,4656,55828,366
1237678858476650752,11.7015590553895,11.952484559089,22.80719,22.08643,21.60446,21.5464,21.42094,7773,301,2,387,12432231718425221120,"STAR",-7.934187e-05,11042,58462,163
1237678858477699840,14.278792907777,11.775522728935,22.56665,21.55973,21.42649,21.27302,21.04043,7773,301,2,403,6424602125423368192,"QSO",2.201496,5706,56165,790
1237673709868221184,136.935012957914,1.20901942228707,22.28132,22.17448,20.59644,19.79961,19.24616,6574,301,4,137,4299891276894197760,"GALAXY",0.5170939,3819,55540,289
1237657401334825728,116.499958288657,27.4165669389102,26.41319,22.15509,20.67092,19.7605,19.31909,2777,301,3,50,5012596363218933760,"STAR",7.031627e-05,4452,55536,327
1237666434191328000,342.957505838433,23.6453821300676,22.19338,20.8887,19.10749,18.44308,18.10488,4880,301,4,102,7102360609954748416,"GALAXY",0.3093552,6308,56215,669
1237654606403863296,170.162974122107,5.57784538026332,22.454,21.94839,20.24227,19.11054,18.5738,2126,301,5,340,5369622363913869312,"GALAXY",0.6020917,4769,55931,748
1237661971728564480,199.076555253939,7.48294850639487,21.00248,19.42874,18.0421,17.50617,17.09847,3841,301,4,228,5449550807895922688,"GALAXY",0.2147559,4840,55690,710
1237661971717751040,174.276274089974,7.48724009689156,19.59602,17.63315,16.53565,16.08111,15.69071,3841,301,4,63,1822983458645895168,"GALAXY",0.1329391,1619,53084,551
1237661971727909120,197.594703570163,7.32057721872833,20.48247,18.55832,17.51839,17.08421,16.76022,3841,301,4,218,2021032464717211648,"GALAXY",0.1233327,1795,54507,153
1237665126925861376,164.746943194844,32.1169660284874,22.71783,22.1595,20.52743,19.65559,19.27222,4576,301,1,334,7253128945473968128,"GALAXY",0.4879495,6442,56369,297
1237657608576893184,135.214698963314,46.1365547653294,21.67397,20.94035,20.71315,20.3842,19.87807,2825,301,5,201,8462412247683323904,"QSO",2.386626,7516,56782,540
1237657608577286400,136.122131175037,46.7124610683002,23.28498,21.05354,19.59221,18.60595,17.94323,2825,301,5,207,8462450730590296064,"STAR",0.0001421649,7516,56782,680
1237671125377286656,148.670321566244,15.2903156960854,23.12724,22.43365,21.73447,21.15406,20.55229,5972,301,6,223,10795294463624501248,"GALAXY",0.959106,9588,57782,604
1237671125379908352,154.875242501535,16.2119851750648,23.24846,22.44502,20.8376,19.81536,19.27717,5972,301,6,263,6009022186387691520,"GALAXY",0.5925828,5337,55987,343
1237667538011816192,160.776451081197,23.0534298038076,20.43288,19.45664,19.07316,18.94541,18.95437,5137,301,4,314,3660377369987883008,"STAR",-8.691949e-05,3251,54882,279
1237673709868286720,137.085885285917,1.31457732889735,22.35982,21.26509,19.42787,18.74381,18.30585,6574,301,4,138,4298934426765907968,"GALAXY",0.3858348,3818,55532,904
1237663478724886528,340.069662429914,-0.336288280029302,24.42985,18.11649,17.26259,17.71632,17.22848,4192,301,3,223,760068517356660736,"GALAXY",0.05680115,675,52590,313
1237663478721872384,333.306419524868,-0.257726561058556,19.79645,18.17392,17.33331,16.88921,16.59179,4192,301,3,177,421149817125758976,"GALAXY",0.09072599,374,51791,230
1237662341085069312,237.377139354001,29.5741159847269,23.78646,21.50192,19.63928,18.98367,18.56687,3927,301,4,65,5321227905698912256,"GALAXY",0.3372244,4726,55712,818
1237662341084086528,235.146562092421,30.8600443711618,20.899,18.91558,17.67874,17.17493,16.82735,3927,301,4,50,1564024007026567168,"GALAXY",0.1751483,1389,53135,542
1237680272038888704,339.392479020996,20.3172184856197,22.6121,23.11847,22.56821,20.88755,19.98649,8102,301,3,99,8538963273802078208,"GALAXY",0.8074447,7584,56957,503
1237667536937222400,158.899533664748,21.9252218972008,25.4663,22.31317,20.80744,18.99136,17.89926,5137,301,2,301,2665019161402435584,"STAR",-7.10002e-05,2367,53763,51
1237667430098600448,152.006316043417,23.5640624288521,23.65132,22.16732,21.89089,21.39499,21.08428,5112,301,3,281,10831283404890462208,"GALAXY",0.7953371,9620,57874,459
1237678622245258240,40.9936010883202,3.5839874116133,22.56986,23.45326,21.75059,20.68024,19.85547,7718,301,2,262,9828114001627994112,"GALAXY",0.869821,8729,57399,486
1237670961090789888,42.5694699186521,33.4473517498674,19.38691,17.96079,17.32889,17.07317,16.95964,5934,301,4,162,8167392659473979392,"STAR",-0.0001603926,7254,56625,417
1237657589778809088,156.365046678284,50.9110625583285,20.48994,18.49736,17.19362,16.71013,16.34034,2821,301,2,85,7507507836467042304,"GALAXY",0.19285,6668,56605,26
1237657401335350272,117.392141255266,28.36067648352,23.41949,22.10062,20.83376,20.03002,19.4807,2777,301,3,58,5012534790567778304,"GALAXY",0.3302669,4452,55536,103
1237680333793657344,15.8659404120046,30.4906956590805,23.37152,21.30158,19.90008,19.32057,19.011,8116,301,6,322,8693345708219324416,"GALAXY",0.2346958,7721,57360,991
1237680333776356352,330.938693348489,26.5009073860856,23.71871,22.42347,20.64191,19.79643,19.31801,8116,301,6,58,6709499058019653632,"GALAXY",0.4700655,5959,56214,951
1237663782590546432,8.63712835287605,-1.12755828661999,24.58678,24.46593,22.82553,21.62336,22.53122,4263,301,1,173,10588208599770880000,"QSO",1.396341,9404,58045,894
1237663782600508160,31.429252274734,-1.16834663537747,22.97042,20.86156,19.52112,18.68268,18.18987,4263,301,1,325,4768299446630111232,"GALAXY",0.5430654,4235,55451,412
1237658304352027648,156.998292071624,57.703999245322,25.13461,23.40632,22.7102,21.40669,19.82787,2987,301,5,55,9220071702784137216,"QSO",1.163464,8189,57448,281
1237657589776384256,148.55895316838,48.4791926624783,19.63125,17.98072,17.12994,16.73799,16.45069,2821,301,2,48,1131562437074511872,"GALAXY",0.06958709,1005,52703,120
1237657589781103104,164.279591275018,52.717208161819,24.24,21.92323,20.11684,19.29541,18.89802,2821,301,2,120,7550474273288378368,"GALAXY",0.4677621,6706,56385,689
1237657589782544384,169.601493915539,53.3823144612163,20.16565,18.36946,17.48145,17.09859,16.80301,2821,301,2,142,1139450057708300288,"GALAXY",0.1066301,1012,52649,143
1237655108375019776,171.709284135566,59.3401591607802,22.08704,19.72497,18.19754,17.65555,17.29978,2243,301,4,292,7992907036781467648,"GALAXY",0.3025913,7099,56666,522
1237655108382294528,204.324863874873,58.6421557247297,23.02883,23.36355,21.62231,20.28504,19.61435,2243,301,4,403,9245928929864472576,"GALAXY",0.6880944,8212,58171,141
1237655108379017472,189.745726503665,59.9397934899721,20.96024,18.76216,17.58801,17.04034,16.77128,2243,301,4,353,1076514282851559424,"GALAXY",0.216226,956,52401,560
1237658423558144256,169.901675138931,7.16563527181417,25.18027,22.86155,20.79616,19.79048,19.49623,3015,301,3,372,5460868909724096512,"GALAXY",0.5343176,4850,55929,925
1237664879951152128,144.855506034582,31.2856445423321,25.10174,23.06618,22.557,21.52077,20.81181,4518,301,5,119,11760131041591056384,"GALAXY",1.017365,10445,58158,387
1237660961329906176,140.804621117984,35.0157398613602,24.83632,23.67016,21.63371,20.54181,19.88766,3606,301,2,112,11532595356576798720,"GALAXY",0.5712382,10243,58159,9
1237667431713865984,163.249324624046,26.8726395573019,22.56936,21.05738,21.07297,21.04822,21.10635,5112,301,6,352,7247617368075294720,"STAR",-0.0003634203,6437,56340,726
1237678858467934720,351.400038261525,11.5489776281361,24.03803,21.66905,20.8673,20.09047,19.27743,7773,301,2,254,6922078636049979392,"GALAXY",0.537867,6148,56209,167
1237678858470031872,356.277110725283,11.8690569065694,24.83085,21.43642,19.39903,18.68086,18.27179,7773,301,2,286,6924355449384097792,"GALAXY",0.4168783,6150,56187,258
1237678858480452096,20.5939391778743,11.6242561467215,25.61548,21.39351,19.58171,18.74323,18.2565,7773,301,2,445,5256902629179807744,"GALAXY",0.5560926,4669,55831,276
1237680272034825216,329.672984042729,18.52048284546,23.37487,21.82744,20.28831,19.44607,19.02087,8102,301,3,37,5661178486267860992,"GALAXY",0.4060943,5028,55836,559
1237678858474946816,7.75948996782137,11.9596716965769,21.7886,19.63243,18.14623,17.57222,17.14286,7773,301,2,361,6976190275841710080,"GALAXY",0.2560004,6196,56189,416
1237678597535500032,318.59178804908,1.95823311769998,23.90734,23.18632,22.83821,21.63225,21.07631,7712,301,4,53,10382138128697939968,"GALAXY",0.6008514,9221,57938,782
1237661435384496128,193.198092438515,47.996692450617,19.27775,17.70083,17.09348,16.69103,16.4317,3716,301,5,75,1640542869175429120,"GALAXY",0.06656864,1457,53116,388
1237680272037250048,335.387255109913,19.7388157755925,22.27039,23.8767,21.39552,20.26774,19.49295,8102,301,3,74,8532098472937281536,"GALAXY",0.6599079,7578,56956,105
1237678860075598336,344.519135502582,12.3771713782229,22.54692,21.53392,21.47066,20.97943,20.6388,7773,301,5,209,5681349858541459456,"QSO",0.672209,5046,56243,214
1237678860075991552,345.398730706119,12.4441815834532,22.4175,20.73872,20.26263,20.10572,19.97922,7773,301,5,215,5681304778564720640,"STAR",-0.0002843429,5046,56243,50
1237680241453891840,8.07161931972638,-8.20024314097945,20.7604,19.23718,17.82825,17.31441,16.91409,8095,301,2,353,8052518708848121856,"GALAXY",0.2360411,7152,56660,300
1237657589775860224,147.179417265419,47.7800848170504,22.10328,21.92555,21.69067,21.98162,21.30083,2821,301,2,40,8218039739485542400,"QSO",2.355197,7299,56686,350
1237658423539597568,127.473619969732,3.87696276746506,22.69967,21.45456,19.67879,18.87358,18.36282,3015,301,3,89,5397772055843461120,"GALAXY",0,4794,55647,756
1237678858478551552,16.1903240913997,11.8319116567564,22.7568,20.93009,20.79676,20.93128,20.34678,7773,301,2,416,5250273124860319744,"QSO",3.147765,4663,55893,734
1237660635983118848,126.096899619182,29.6808450458659,21.01361,20.71811,20.46232,20.40409,20.78672,3530,301,4,66,12005581619396368384,"QSO",1.134558,10663,58162,403
1237660751945990144,65.0397687234967,28.0887726048429,19.53551,17.68273,16.71167,16.23287,15.93196,3557,301,4,47,1408540965362231296,"GALAXY",1.519867e-05,1251,52964,146
1237661434321175808,224.639295076212,39.92890268202,23.83581,23.31765,22.12361,20.71259,19.59061,3716,301,3,234,9563481064204425216,"GALAXY",0.7668843,8494,57104,317
1237666434186936576,332.426058618027,21.6937546086639,24.51002,21.00125,19.1723,18.54622,18.1614,4880,301,4,35,6695919262752856064,"GALAXY",0.3393387,5947,56093,700
1237657608565293568,112.676210963938,26.5239793273905,19.60991,19.32998,19.19413,18.93983,18.843,2825,301,5,24,12481955206622631936,"QSO",1.680253,11086,58401,832
1237680246810477568,350.522027750841,19.7412083839239,22.11725,21.55086,19.95307,18.89934,18.51672,8096,301,4,168,6895142250470463488,"GALAXY",0.5195997,6124,56211,477
1237680272041771520,346.253597382129,21.2844059509757,26.36151,23.50848,22.75484,21.07888,20.2742,8102,301,3,143,8570592925049968640,"GALAXY",0.6473706,7612,56972,883
1237652944786621184,1.5971712343478,16.1931784923311,25.31584,22.76586,20.70736,19.79495,19.1033,1739,301,6,313,6949319037634762752,"GALAXY",0.4966182,6172,56269,963
1237661971722600960,185.333269762471,7.65740262794949,22.62137,22.41282,20.41756,19.18388,18.48777,3841,301,4,137,6076568483495434240,"GALAXY",0.6656599,5397,55944,315
1237661971728171264,198.298056041059,7.35535736183144,19.41436,17.52909,16.54816,16.11653,15.77154,3841,301,4,222,2023349960350656512,"GALAXY",0.09120741,1797,54507,392
1237663478724821760,339.96737128322,-0.413464371720309,23.17074,23.63746,22.66252,22.52141,21.98549,4192,301,3,222,10378688957131282432,"GALAXY",0.8606555,9218,57724,522
1237680262927024640,1.05501713612168,-7.9435644513435,22.83766,20.71425,18.98909,18.35986,18.01609,8100,301,2,327,8048024453911959552,"GALAXY",0.3293384,7148,56591,334
1237654879663358720,215.039273710805,3.77982883265308,23.92797,22.29127,20.86446,19.44682,18.90035,2190,301,2,221,5384079562782300160,"GALAXY",0.718499,4782,55654,95
1237679998236754688,346.63956680064,-1.94870575715932,21.81111,21.6974,20.6735,19.57033,19.19421,8038,301,5,130,4910227437575755776,"GALAXY",0.7025208,4361,55831,647
1237667430102794752,162.27603145438,25.6264223544843,23.40639,22.94094,22.16487,21.22853,21.16895,5112,301,3,345,11792795607655274496,"GALAXY",0.8185346,10474,58143,436
1237673809190191104,117.194622281718,18.2139721189485,24.82749,20.34323,19.12561,18.58234,18.31209,6597,301,5,150,2161832880098011136,"STAR",-2.317323e-05,1920,53314,382
1237678858477634048,14.1100935480293,11.8428776930342,22.95447,21.0774,20.55662,20.34415,20.21814,7773,301,2,402,6424586182504765440,"QSO",2.863746,5706,56165,732
1237664673252638976,195.144496373712,37.0719410168525,17.43713,16.14721,15.70351,15.52282,15.44429,4470,301,4,70,2286872649902614528,"GALAXY",0.01549949,2031,53848,618
1237679477474722560,10.998728112231,22.3029552923648,22.47388,21.70719,21.61994,21.39762,21.43673,7917,301,3,172,6967342506091763712,"STAR",-0.0005449813,6188,56208,996
1237671939801743616,244.492344508909,62.2123248496223,21.13853,19.90134,19.27378,19.05746,18.99904,6162,301,3,90,2882388494460676096,"STAR",-0.0008264504,2560,54205,308
1237651539799507968,243.303226575627,53.004321287613,23.52547,22.87886,21.37714,20.35796,19.5767,1412,301,5,375,9077157744633731072,"GALAXY",0.6506304,8062,58251,555
1237654948371956736,223.306705247108,61.3437407038674,23.69933,23.44093,20.99336,19.77139,19.5698,2206,301,2,55,7861210004183078912,"GALAXY",0.5879827,6982,56444,643
1237654948372742400,226.200208336879,60.1245721694591,21.48309,19.09487,17.73637,17.20274,16.74036,2206,301,2,67,7860036000625743872,"GALAXY",0.1935788,6981,56443,468
1237668294986694912,176.612765656138,20.8304984018259,19.17406,18.21252,17.6546,17.42968,17.15128,5313,301,6,114,2824995911216687104,"GALAXY",0.02291247,2509,54180,411
1237668332038258688,243.674063653826,9.2516300954806,17.81819,17.41451,17.4757,17.40724,17.54673,5322,301,3,228,2847483404700641280,"QSO",0.6282029,2529,54585,300
1237657589779792640,159.769205416089,51.7136305293806,23.34356,21.79336,20.11856,19.32193,18.94619,2821,301,2,100,7537913456529528832,"GALAXY",0.4657404,6695,56628,49
1237657589780054528,160.66383792172,51.7927253929238,22.84848,21.48714,20.8385,20.58113,20.35399,2821,301,2,104,9195479744514381824,"GALAXY",0.250452,8167,57071,928
1237657589782479104,169.461822350918,53.3922923175047,19.75693,17.87804,16.96701,16.56668,16.23124,2821,301,2,141,1139449507952486400,"GALAXY",0.08796614,1012,52649,141
